Entity,Code,Year,"Age-standardized deaths from trachea, bronchus, lung cancers in females in those aged all ages per 100,000 people","Age-standardized deaths from trachea, bronchus, lung cancers in males in those aged all ages per 100,000 people"
Kyrgyzstan,KGZ,2011,4.4798965,21.318777
Kyrgyzstan,KGZ,2012,4.1020555,21.00619
Kyrgyzstan,KGZ,2013,5.357244,23.19045
Kyrgyzstan,KGZ,2014,4.50335,25.242115
Kyrgyzstan,KGZ,2015,4.932046,20.582659
Kyrgyzstan,KGZ,2016,5.8504095,20.849781
Kyrgyzstan,KGZ,2017,4.5455146,21.197132
Kyrgyzstan,KGZ,2018,4.8474026,22.413155
Kyrgyzstan,KGZ,2019,4.803933,19.248903
Kyrgyzstan,KGZ,2020,4.458254,18.817924
Kyrgyzstan,KGZ,2021,4.2498894,16.840622
Kyrgyzstan,KGZ,2022,4.407799,15.300293
Kyrgyzstan,KGZ,2023,4.2179837,18.36439
Latvia,LVA,1980,6.186555,56.433033
Latvia,LVA,1981,6.30758,55.46278
Latvia,LVA,1982,6.6344476,62.982048
Latvia,LVA,1983,6.617065,62.37437
Latvia,LVA,1984,6.772483,61.302914
Latvia,LVA,1985,7.1477995,63.66232
Latvia,LVA,1986,8.361907,67.8533
Latvia,LVA,1987,7.999281,68.650215
Latvia,LVA,1988,6.9828258,70.4153
Latvia,LVA,1989,7.976005,68.99026
Latvia,LVA,1990,7.355636,67.72863
Latvia,LVA,1991,7.406572,74.92641
Latvia,LVA,1992,6.908305,71.579765
Latvia,LVA,1993,7.244123,67.03766
Latvia,LVA,1994,6.521038,71.84807
Latvia,LVA,1995,6.893225,66.607285
Latvia,LVA,1996,7.1689763,68.15615
Latvia,LVA,1997,6.8889785,62.943123
Latvia,LVA,1998,7.05577,63.758507
Latvia,LVA,1999,7.0220637,68.01833
Latvia,LVA,2000,6.824966,61.65576
Latvia,LVA,2001,7.160788,67.41715
Latvia,LVA,2002,6.996704,62.971657
Latvia,LVA,2003,7.580723,61.656425
Latvia,LVA,2004,6.5483136,62.585007
Latvia,LVA,2005,8.030747,60.54954
Latvia,LVA,2006,8.134574,66.392044
Latvia,LVA,2007,8.340691,59.31628
Latvia,LVA,2008,6.044452,59.47151
Latvia,LVA,2009,7.103395,59.116974
Latvia,LVA,2010,7.2648664,57.599697
Latvia,LVA,2011,7.8478904,55.811874
Latvia,LVA,2012,8.092552,54.223545
Latvia,LVA,2013,8.077471,53.668682
Latvia,LVA,2014,7.259114,51.758114
Latvia,LVA,2015,8.568924,45.62037
Latvia,LVA,2016,7.2492447,49.576565
Latvia,LVA,2017,7.9885097,52.102264
Latvia,LVA,2018,8.717111,46.455933
Latvia,LVA,2019,7.4848623,46.769337
Latvia,LVA,2020,8.549077,47.757908
Latvia,LVA,2021,9.387914,45.180218
Latvia,LVA,2022,7.7192473,44.349133
Latvia,LVA,2023,8.999273,45.077114
Lebanon,LBN,2019,8.254473,18.005491
Lebanon,LBN,2020,8.9464855,17.354273
Lebanon,LBN,2021,8.5363245,14.616648
Lebanon,LBN,2023,7.155668,13.50439
Lithuania,LTU,1981,5.5686502,56.88102
Lithuania,LTU,1982,5.9174743,56.28477
Lithuania,LTU,1985,6.532478,59.133656
Lithuania,LTU,1986,5.890438,60.706062
Lithuania,LTU,1987,5.664178,62.79821
Lithuania,LTU,1988,6.159398,64.54558
Lithuania,LTU,1989,6.38697,65.016914
Lithuania,LTU,1990,6.8925624,66.62708
Lithuania,LTU,1991,6.7279444,70.43387
Lithuania,LTU,1992,5.6610436,68.462616
Lithuania,LTU,1993,7.0339766,67.98278
Lithuania,LTU,1994,5.7654576,69.668236
Lithuania,LTU,1995,6.3938274,68.84876
Lithuania,LTU,1996,6.0125995,65.79984
Lithuania,LTU,1997,6.235439,63.254093
Lithuania,LTU,1998,5.2361617,65.99603
Lithuania,LTU,1999,6.531256,64.557396
Lithuania,LTU,2000,5.8852797,59.91212
Lithuania,LTU,2001,6.7453017,61.650467
Lithuania,LTU,2002,5.5604334,60.631363
Lithuania,LTU,2003,6.875357,59.39919
Lithuania,LTU,2004,6.4846964,56.83967
Lithuania,LTU,2005,6.469667,55.131668
Lithuania,LTU,2006,6.7512865,59.247185
Lithuania,LTU,2007,5.989587,58.93672
Lithuania,LTU,2008,6.466682,55.41962
Lithuania,LTU,2009,6.878843,54.927876
Lithuania,LTU,2010,5.435132,53.180096
Lithuania,LTU,2011,5.6981163,55.497303
Lithuania,LTU,2012,7.2118764,51.950493
Lithuania,LTU,2013,7.194444,49.990166
Lithuania,LTU,2014,7.131729,50.488766
Lithuania,LTU,2015,6.569277,51.1977
Lithuania,LTU,2016,6.990545,47.661964
Lithuania,LTU,2017,7.4816036,44.183537
Lithuania,LTU,2018,6.9914627,42.810207
Lithuania,LTU,2019,7.527642,44.874065
Lithuania,LTU,2020,7.327576,42.19543
Lithuania,LTU,2021,6.277282,36.20674
Lithuania,LTU,2022,6.7706985,36.430817
Lithuania,LTU,2023,6.56545,34.501656
Luxembourg,LUX,1967,5.3376784,68.04945
Luxembourg,LUX,1968,3.6224754,70.31548
Luxembourg,LUX,1969,4.1506076,61.202606
Luxembourg,LUX,1970,3.843744,77.047066
Luxembourg,LUX,1971,4.2411532,74.34629
Luxembourg,LUX,1972,8.611867,68.607864
Luxembourg,LUX,1973,4.212223,74.45824
Luxembourg,LUX,1974,4.140845,59.694397
Luxembourg,LUX,1975,6.3411365,73.25742
Luxembourg,LUX,1976,6.445042,76.11461
Luxembourg,LUX,1977,5.2452183,80.346664
Luxembourg,LUX,1978,6.3867188,74.18084
Luxembourg,LUX,1979,8.053097,74.66784
Luxembourg,LUX,1980,9.025693,77.25493
Luxembourg,LUX,1981,5.944419,80.66521
Luxembourg,LUX,1982,4.2770987,82.29648
Luxembourg,LUX,1983,7.403811,80.29221
Luxembourg,LUX,1984,11.504135,76.48426
Luxembourg,LUX,1985,11.054172,76.79125
Luxembourg,LUX,1986,6.7170854,83.04823
Luxembourg,LUX,1987,9.439089,77.08582
Luxembourg,LUX,1988,8.522929,82.434875
Luxembourg,LUX,1989,10.736334,71.00226
Luxembourg,LUX,1990,9.46748,69.32896
Luxembourg,LUX,1991,10.064144,63.71008
Luxembourg,LUX,1992,10.529967,70.6749
Luxembourg,LUX,1993,9.062957,69.359024
Luxembourg,LUX,1994,12.413833,58.724552
Luxembourg,LUX,1995,10.623788,67.98039
Luxembourg,LUX,1996,10.828188,62.716362
Luxembourg,LUX,1997,15.700373,60.610706
Luxembourg,LUX,1998,12.65569,59.563797
Luxembourg,LUX,1999,14.379643,53.35281
Luxembourg,LUX,2000,12.088254,54.815617
Luxembourg,LUX,2001,11.956384,46.977745
Luxembourg,LUX,2002,9.032808,50.364887
Luxembourg,LUX,2003,16.522795,52.65385
Luxembourg,LUX,2004,11.430488,46.863148
Luxembourg,LUX,2005,14.218347,43.344383
Luxembourg,LUX,2006,11.881845,44.739162
Luxembourg,LUX,2007,20.325497,47.69413
Luxembourg,LUX,2008,10.958427,33.03014
Luxembourg,LUX,2009,15.26924,45.107857
Luxembourg,LUX,2010,13.0272875,39.71587
Luxembourg,LUX,2011,14.671128,37.73555
Luxembourg,LUX,2012,18.044645,38.227085
Luxembourg,LUX,2013,13.389432,33.019108
Luxembourg,LUX,2014,16.539267,40.465027
Luxembourg,LUX,2015,14.593464,33.406254
Luxembourg,LUX,2016,14.235897,38.142666
Luxembourg,LUX,2017,18.410236,28.697784
Luxembourg,LUX,2018,15.145592,28.886549
Luxembourg,LUX,2019,13.784192,25.259409
Luxembourg,LUX,2020,15.169348,21.889719
Luxembourg,LUX,2021,11.849797,24.747795
Luxembourg,LUX,2022,13.356194,19.09443
Luxembourg,LUX,2023,10.913856,18.404287
Malaysia,MYS,2000,4.430356,11.954628
Malaysia,MYS,2001,4.773873,11.721455
Malaysia,MYS,2002,4.650914,12.478762
Malaysia,MYS,2003,4.487688,12.094657
Malaysia,MYS,2004,5.059827,12.286986
Malaysia,MYS,2005,5.3468523,12.719556
Malaysia,MYS,2006,4.8069835,12.716431
Malaysia,MYS,2007,5.16463,12.800788
Malaysia,MYS,2008,5.6423144,12.739449
Malaysia,MYS,2009,4.5295367,11.201373
Malaysia,MYS,2010,4.4286213,10.950909
Malaysia,MYS,2011,4.4366612,10.950122
Malaysia,MYS,2012,4.7694254,10.853583
Malaysia,MYS,2013,4.9002595,11.18272
Malaysia,MYS,2014,4.362782,10.535892
Malaysia,MYS,2015,4.620864,10.348679
Malaysia,MYS,2016,4.4320197,10.149245
Malaysia,MYS,2017,5.180336,11.912862
Malaysia,MYS,2018,6.399616,14.22356
Malaysia,MYS,2019,5.660449,12.699941
Malaysia,MYS,2020,6.147992,12.336669
Maldives,MDV,2000,0,0
Maldives,MDV,2001,0,0
Maldives,MDV,2002,0,0
Maldives,MDV,2003,0,0
Maldives,MDV,2004,0.82872236,2.6082654
Maldives,MDV,2005,4.00164,2.4654846
Maldives,MDV,2007,2.296607,4.0779557
Maldives,MDV,2008,1.3418955,6.66831
Maldives,MDV,2010,1.1523061,6.712492
Maldives,MDV,2011,2.8354058,13.204673
Maldives,MDV,2012,5.601193,7.3507676
Maldives,MDV,2013,3.776229,10.891251
Maldives,MDV,2014,0.8167116,6.3198714
Maldives,MDV,2015,0.9826276,5.776459
Maldives,MDV,2016,2.8192697,2.1322188
Maldives,MDV,2017,0.7368677,2.731315
Maldives,MDV,2018,3.7530131,10.699863
Maldives,MDV,2019,6.796738,12.228155
Maldives,MDV,2020,2.0075579,13.196445
Maldives,MDV,2021,2.6020482,6.7394996
Malta,MLT,1965,2.5986958,39.844856
Malta,MLT,1967,2.7070398,29.802488
Malta,MLT,1968,3.0406234,37.283413
Malta,MLT,1969,4.9749227,43.59758
Malta,MLT,1970,1.9267256,36.243988
Malta,MLT,1971,3.5584552,45.564713
Malta,MLT,1972,0.5339752,26.901133
Malta,MLT,1973,1.0574147,37.028835
Malta,MLT,1974,2.7954948,37.12592
Malta,MLT,1975,1.341435,54.631992
Malta,MLT,1976,5.821677,48.581512
Malta,MLT,1977,4.068944,39.08817
Malta,MLT,1978,2.1394176,50.15254
Malta,MLT,1979,4.7778487,50.643513
Malta,MLT,1980,4.9698834,51.209114
Malta,MLT,1981,6.6547256,57.69176
Malta,MLT,1982,6.1699133,48.609325
Malta,MLT,1983,7.8223233,52.766773
Malta,MLT,1984,5.7516165,50.49286
Malta,MLT,1985,2.959134,58.601135
Malta,MLT,1986,5.688301,53.893013
Malta,MLT,1987,2.3412538,54.168808
Malta,MLT,1988,5.4891496,40.03538
Malta,MLT,1989,4.8079357,52.90613
Malta,MLT,1990,3.5659034,47.874302
Malta,MLT,1991,2.7168262,48.52718
Malta,MLT,1992,5.55791,51.851555
Malta,MLT,1993,6.498602,50.71566
Malta,MLT,1994,6.843508,47.65211
Malta,MLT,1995,3.150207,53.008934
Malta,MLT,1996,7.506163,57.94724
Malta,MLT,1997,4.870905,46.55936
Malta,MLT,1998,7.0816536,38.420357
Malta,MLT,1999,5.3998504,44.48681
Malta,MLT,2000,9.051039,40.08226
Malta,MLT,2001,6.661398,46.399845
Malta,MLT,2002,4.739155,47.055374
Malta,MLT,2003,6.2286286,41.886086
Malta,MLT,2004,4.6692677,39.464645
Malta,MLT,2005,5.018954,37.11701
Malta,MLT,2006,5.375983,39.783028
Malta,MLT,2007,6.645823,33.61996
Malta,MLT,2008,5.518891,40.9523
Malta,MLT,2009,7.2431016,38.73314
Malta,MLT,2010,9.613518,36.038013
Malta,MLT,2011,8.694101,35.878002
Malta,MLT,2012,8.960221,39.54112
Malta,MLT,2013,8.708183,30.818607
Malta,MLT,2014,6.058788,37.20071
Malta,MLT,2015,9.206464,36.992233
Malta,MLT,2016,11.171602,31.902061
Malta,MLT,2017,10.539738,30.261015
Malta,MLT,2018,10.626466,31.889477
Malta,MLT,2019,8.094705,23.145664
Malta,MLT,2020,7.224455,27.38007
Malta,MLT,2021,10.177778,28.22291
Malta,MLT,2022,7.908955,27.03503
Martinique,MTQ,1970,3.9135578,12.300886
Martinique,MTQ,1971,2.8109605,6.99028
Martinique,MTQ,1974,1.4093091,8.838916
Martinique,MTQ,1975,1.9930062,17.972212
Martinique,MTQ,1981,2.4795487,16.979244
Martinique,MTQ,1982,2.6582894,6.9819922
Martinique,MTQ,1985,6.3652673,10.932087
Martinique,MTQ,2000,3.9830863,13.037426
Martinique,MTQ,2001,3.8285484,11.111787
Martinique,MTQ,2002,2.1053174,12.8758135
Martinique,MTQ,2003,4.5008,14.377481
Martinique,MTQ,2004,4.4099703,11.962398
Martinique,MTQ,2005,4.308517,12.392586
Martinique,MTQ,2006,6.546937,18.072466
Martinique,MTQ,2007,6.8522067,12.2145605
Martinique,MTQ,2008,7.555805,9.5081215
Martinique,MTQ,2009,6.638061,11.867963
Martinique,MTQ,2010,7.8780174,13.564582
Martinique,MTQ,2011,4.8185997,12.40694
Martinique,MTQ,2013,7.060081,12.90216
Martinique,MTQ,2014,5.0098352,9.152797
Martinique,MTQ,2015,5.1489086,13.066646
Martinique,MTQ,2016,4.567916,12.930425
Mauritius,MUS,1961,1.675691,9.774889
Mauritius,MUS,1962,1.2163149,8.669217
Mauritius,MUS,1963,1.480303,6.6185513
Mauritius,MUS,1964,1.7999166,8.547611
Mauritius,MUS,1965,0.4690476,3.2336571
Mauritius,MUS,1966,3.0783346,8.919798
Mauritius,MUS,1967,2.3038232,8.364383
Mauritius,MUS,1968,2.1794782,13.289573
Mauritius,MUS,1969,0.9067708,12.732919
Mauritius,MUS,1970,4.2374463,12.512232
Mauritius,MUS,1971,3.4331737,9.407922
Mauritius,MUS,1972,2.6016629,16.431923
Mauritius,MUS,1973,2.9585297,21.700819
Mauritius,MUS,1974,3.8614302,7.608423
Mauritius,MUS,1975,3.0647795,13.884778
Mauritius,MUS,1976,2.4548514,15.872256
Mauritius,MUS,1977,4.7344146,10.144593
Mauritius,MUS,1978,3.39927,15.1854315
Mauritius,MUS,1979,6.2177453,22.47675
Mauritius,MUS,1980,2.195429,24.633823
Mauritius,MUS,1981,5.050927,36.496044
Mauritius,MUS,1982,3.902109,23.83629
Mauritius,MUS,1983,3.6054053,17.626904
Mauritius,MUS,1984,4.8085337,22.50614
Mauritius,MUS,1985,4.8029256,23.97517
Mauritius,MUS,1986,4.4628477,20.816305
Mauritius,MUS,1987,4.8275285,16.4851
Mauritius,MUS,1988,7.093763,24.223711
Mauritius,MUS,1989,5.768066,21.915247
Mauritius,MUS,1990,4.972733,19.13067
Mauritius,MUS,1991,5.5157704,22.056911
Mauritius,MUS,1992,3.7565823,20.367836
Mauritius,MUS,1993,4.1323767,17.849293
Mauritius,MUS,1994,5.020563,17.283392
Mauritius,MUS,1995,4.891733,20.279528
Mauritius,MUS,1996,3.9820678,19.612642
Mauritius,MUS,1997,3.7241943,14.6594095
Mauritius,MUS,1998,5.6101503,19.354412
Mauritius,MUS,1999,5.4294653,16.721365
Mauritius,MUS,2000,4.384307,14.882841
Mauritius,MUS,2001,4.965626,23.55535
Mauritius,MUS,2002,5.8016214,18.538626
Mauritius,MUS,2003,6.482781,22.443874
Mauritius,MUS,2004,5.7576666,19.949492
Mauritius,MUS,2005,6.3141747,15.862198
Mauritius,MUS,2006,5.540772,19.944344
Mauritius,MUS,2007,5.1938148,17.448423
Mauritius,MUS,2008,5.6144533,22.89258
Mauritius,MUS,2009,6.0823245,19.419731
Mauritius,MUS,2010,5.472374,18.056574
Mauritius,MUS,2011,4.978207,17.548498
Mauritius,MUS,2012,5.4649444,18.523378
Mauritius,MUS,2013,5.1652045,19.172602
Mauritius,MUS,2014,4.4455943,19.430943
Mauritius,MUS,2015,6.386646,16.567226
Mauritius,MUS,2016,3.6625788,18.401377
Mauritius,MUS,2017,5.088935,14.618068
Mauritius,MUS,2018,5.667028,12.500035
Mauritius,MUS,2019,5.5247498,16.007738
Mauritius,MUS,2020,4.665522,12.455437
Mauritius,MUS,2021,6.074625,14.786857
Mauritius,MUS,2022,5.8907437,12.787883
Mauritius,MUS,2023,5.7066097,12.107577
Mayotte,MYT,2012,4.2361875,9.594742
Mayotte,MYT,2013,3.9963834,1.4359096
Mayotte,MYT,2014,1.5604299,9.064198
Mayotte,MYT,2015,5.0320606,7.9832864
Mayotte,MYT,2016,1.6229293,11.3931265
Mexico,MEX,1955,2.6398666,4.11205
Mexico,MEX,1956,2.9397454,4.774668
Mexico,MEX,1957,3.3054135,5.110723
Mexico,MEX,1958,3.3350883,6.222778
Mexico,MEX,1959,4.017303,6.2272434
Mexico,MEX,1960,3.6973271,6.6830177
Mexico,MEX,1961,3.850541,6.3467684
Mexico,MEX,1962,3.5095184,6.0230927
Mexico,MEX,1963,3.749594,6.2775106
Mexico,MEX,1964,3.7020543,6.7311482
Mexico,MEX,1965,3.8595178,7.4624176
Mexico,MEX,1966,4.1866097,7.3145833
Mexico,MEX,1967,4.261761,8.349324
Mexico,MEX,1968,4.0432205,7.874234
Mexico,MEX,1969,4.190589,8.076553
Mexico,MEX,1970,4.399319,8.524767
Mexico,MEX,1971,4.5984597,8.777452
Mexico,MEX,1972,4.67287,8.975882
Mexico,MEX,1973,4.6885157,9.070399
Mexico,MEX,1974,4.074488,9.492228
Mexico,MEX,1975,4.2039413,10.297947
Mexico,MEX,1976,4.5161333,10.755759
Mexico,MEX,1977,4.7618604,10.8872
Mexico,MEX,1978,4.611709,12.151102
Mexico,MEX,1979,5.1488824,13.18512
Mexico,MEX,1980,5.102956,12.366103
Mexico,MEX,1981,5.6158686,14.447413
Mexico,MEX,1982,5.4235115,15.007
Mexico,MEX,1983,6.769019,16.326225
Mexico,MEX,1984,5.8920856,15.041811
Mexico,MEX,1985,6.5901775,17.034662
Mexico,MEX,1986,6.829129,17.644926
Mexico,MEX,1987,6.81545,18.68496
Mexico,MEX,1988,6.9041266,18.945065
Mexico,MEX,1989,6.7671075,19.914843
Mexico,MEX,1990,6.886385,18.602755
Mexico,MEX,1991,6.885788,18.808487
Mexico,MEX,1992,6.9670525,18.578333
Mexico,MEX,1993,6.778017,19.612026
Mexico,MEX,1994,7.1189485,18.801134
Mexico,MEX,1995,6.888344,18.76001
Mexico,MEX,1996,6.2289877,16.316109
Mexico,MEX,1997,6.5270066,16.647285
Mexico,MEX,1998,6.066017,15.835324
Mexico,MEX,1999,6.001256,15.763137
Mexico,MEX,2000,5.789908,14.917287
Mexico,MEX,2001,5.5589395,14.8711405
Mexico,MEX,2002,5.7996893,14.811086
Mexico,MEX,2003,5.5775647,14.495698
Mexico,MEX,2004,5.6008434,14.03887
Mexico,MEX,2005,5.3716636,14.099047
Mexico,MEX,2006,5.388555,12.944221
Mexico,MEX,2007,4.978695,11.818513
Mexico,MEX,2008,4.933024,11.746626
Mexico,MEX,2009,4.7495856,11.081431
Mexico,MEX,2010,4.742616,10.707175
Mexico,MEX,2011,4.7097154,10.113572
Mexico,MEX,2012,4.2163486,9.474281
Mexico,MEX,2013,4.3747168,9.198796
Mexico,MEX,2014,4.4059258,9.103391
Mexico,MEX,2015,4.410446,8.951763
Mexico,MEX,2016,4.4342623,8.736147
Mexico,MEX,2017,4.3609986,8.465527
Mexico,MEX,2018,4.3208885,7.916265
Mexico,MEX,2019,4.07018,7.6969357
Mexico,MEX,2020,3.976383,7.360416
Mexico,MEX,2021,3.8679392,6.515543
Mexico,MEX,2022,3.597746,6.033327
Moldova,MDA,1981,6.7184834,33.589058
Moldova,MDA,1982,5.3182836,35.806553
Moldova,MDA,1985,6.594439,42.34952
Moldova,MDA,1986,6.5751696,43.826252
Moldova,MDA,1987,8.406187,44.746284
Moldova,MDA,1988,7.4669356,48.148106
Moldova,MDA,1989,8.91954,50.694447
Moldova,MDA,1990,7.036683,49.21094
Moldova,MDA,1991,7.8304453,46.039528
Moldova,MDA,1992,5.6187167,45.633408
Moldova,MDA,1993,7.4655113,44.457245
Moldova,MDA,1994,6.901301,47.665688
Moldova,MDA,1995,6.158846,44.091763
Moldova,MDA,1996,6.3915863,45.032475
Moldova,MDA,1997,7.9558415,44.876656
Moldova,MDA,1998,6.9219275,39.662674
Moldova,MDA,1999,6.89981,35.718014
Moldova,MDA,2000,5.9102516,35.21352
Moldova,MDA,2001,7.1312523,38.170345
Moldova,MDA,2002,6.385942,35.61345
Moldova,MDA,2003,7.3745813,38.782146
Moldova,MDA,2004,6.8527164,36.89942
Moldova,MDA,2005,6.237217,38.047752
Moldova,MDA,2006,6.2953,38.543236
Moldova,MDA,2007,7.2187753,38.435287
Moldova,MDA,2008,7.0404215,39.131172
Moldova,MDA,2009,6.98066,37.45548
Moldova,MDA,2010,7.015624,39.842537
Moldova,MDA,2011,6.6385355,38.3022
Moldova,MDA,2012,7.0225606,38.423054
Moldova,MDA,2013,7.047022,37.480164
Moldova,MDA,2014,7.3566475,37.808884
Moldova,MDA,2015,6.5939155,38.561108
Moldova,MDA,2016,6.3071833,39.362713
Moldova,MDA,2017,6.1654687,34.548542
Moldova,MDA,2018,8.069373,43.424667
Moldova,MDA,2019,7.080717,41.62878
Moldova,MDA,2020,6.984952,38.688423
Moldova,MDA,2021,6.2515216,37.904297
Moldova,MDA,2022,6.187067,36.39849
Moldova,MDA,2023,6.9046755,39.12199
Mongolia,MNG,1994,11.619171,42.15377
Mongolia,MNG,2016,6.50309,39.719284
Mongolia,MNG,2017,7.1033807,40.00453
Mongolia,MNG,2018,7.6824346,39.611248
Mongolia,MNG,2019,8.808421,41.434765
Mongolia,MNG,2020,7.419453,38.337673
Mongolia,MNG,2021,7.1921287,39.518955
Mongolia,MNG,2022,6.7057133,40.384506
Mongolia,MNG,2023,6.5778975,31.421715
Montenegro,MNE,2000,14.646895,55.656635
Montenegro,MNE,2001,13.4092865,53.609276
Montenegro,MNE,2002,14.506953,54.415195
Montenegro,MNE,2003,16.345613,60.6577
Montenegro,MNE,2004,16.870317,57.17016
Montenegro,MNE,2005,17.56178,61.197186
Montenegro,MNE,2006,14.976135,53.09123
Montenegro,MNE,2007,12.889353,60.051422
Montenegro,MNE,2008,14.577449,53.041504
Montenegro,MNE,2009,14.59495,51.292034
Montenegro,MNE,2017,15.194834,46.52758
Montenegro,MNE,2019,14.26375,40.501534
Netherlands,NLD,1950,3.372971,24.769133
Netherlands,NLD,1951,4.0874786,27.96414
Netherlands,NLD,1952,3.1461809,28.856373
Netherlands,NLD,1953,3.5431075,29.913473
Netherlands,NLD,1954,3.7614055,33.357735
Netherlands,NLD,1955,3.1767547,33.40816
Netherlands,NLD,1956,3.7599328,37.292675
Netherlands,NLD,1957,3.6171334,38.18137
Netherlands,NLD,1958,3.3396223,39.67024
Netherlands,NLD,1959,3.5227828,43.43305
Netherlands,NLD,1960,3.7277024,45.162487
Netherlands,NLD,1961,4.217509,49.225838
Netherlands,NLD,1962,3.6193206,51.324238
Netherlands,NLD,1963,4.0177298,54.3996
Netherlands,NLD,1964,3.965106,56.70139
Netherlands,NLD,1965,3.8568368,57.580006
Netherlands,NLD,1966,3.7530334,61.393517
Netherlands,NLD,1967,4.1353035,65.21288
Netherlands,NLD,1968,4.475449,67.709625
Netherlands,NLD,1969,3.7315304,68.67157
Netherlands,NLD,1970,4.1672726,71.16159
Netherlands,NLD,1971,4.4167905,74.93113
Netherlands,NLD,1972,4.738574,74.71305
Netherlands,NLD,1973,4.387989,78.04518
Netherlands,NLD,1974,5.040891,78.73918
Netherlands,NLD,1975,4.907339,81.56865
Netherlands,NLD,1976,5.2417474,84.45905
Netherlands,NLD,1977,5.7073894,83.54409
Netherlands,NLD,1978,6.13228,88.22042
Netherlands,NLD,1979,6.061732,86.256966
Netherlands,NLD,1980,6.8315115,88.79194
Netherlands,NLD,1981,7.301715,88.69719
Netherlands,NLD,1982,7.7286735,89.31515
Netherlands,NLD,1983,8.004357,87.15046
Netherlands,NLD,1984,9.041164,88.75163
Netherlands,NLD,1985,9.11845,88.30646
Netherlands,NLD,1986,9.780293,89.14993
Netherlands,NLD,1987,9.796995,86.79245
Netherlands,NLD,1988,10.842701,86.902985
Netherlands,NLD,1989,11.496912,83.12732
Netherlands,NLD,1990,11.29331,78.486496
Netherlands,NLD,1991,11.728084,78.690605
Netherlands,NLD,1992,12.789852,76.88447
Netherlands,NLD,1993,13.699199,75.58737
Netherlands,NLD,1994,14.5149,73.105675
Netherlands,NLD,1995,15.103069,71.59366
Netherlands,NLD,1996,15.218857,68.88116
Netherlands,NLD,1997,16.080698,67.25144
Netherlands,NLD,1998,16.36747,65.52799
Netherlands,NLD,1999,17.525213,63.594723
Netherlands,NLD,2000,18.397884,59.471424
Netherlands,NLD,2001,18.713907,59.177814
Netherlands,NLD,2002,19.897924,57.801918
Netherlands,NLD,2003,20.782604,54.3667
Netherlands,NLD,2004,21.691984,56.015232
Netherlands,NLD,2005,22.61161,53.674805
Netherlands,NLD,2006,22.929916,51.62703
Netherlands,NLD,2007,24.16434,51.17703
Netherlands,NLD,2008,24.617306,49.774414
Netherlands,NLD,2009,24.133234,48.65169
Netherlands,NLD,2010,24.35342,48.10707
Netherlands,NLD,2011,25.822079,46.98977
Netherlands,NLD,2012,25.504795,43.76108
Netherlands,NLD,2013,25.216509,41.907402
Netherlands,NLD,2014,25.42463,40.44491
Netherlands,NLD,2015,25.29772,38.948864
Netherlands,NLD,2016,25.271317,38.792397
Netherlands,NLD,2017,23.827393,36.785797
Netherlands,NLD,2018,23.782845,33.45118
Netherlands,NLD,2019,22.750452,31.667152
Netherlands,NLD,2020,22.581963,30.477018
Netherlands,NLD,2021,23.217464,29.86401
Netherlands,NLD,2022,22.663733,29.285923
Netherlands,NLD,2023,21.705906,27.835432
New Zealand,NZL,1950,2.8997025,18.261156
New Zealand,NZL,1951,3.8686595,20.979477
New Zealand,NZL,1952,3.9062116,23.994133
New Zealand,NZL,1953,3.3966599,23.556759
New Zealand,NZL,1954,2.881989,25.11426
New Zealand,NZL,1955,3.4414198,28.558676
New Zealand,NZL,1956,5.1021967,29.008896
New Zealand,NZL,1957,3.788527,32.509434
New Zealand,NZL,1958,4.5112977,31.145655
New Zealand,NZL,1959,4.463506,32.617596
New Zealand,NZL,1960,5.0903625,30.528101
New Zealand,NZL,1961,5.8689356,34.998104
New Zealand,NZL,1962,4.7845263,37.874176
New Zealand,NZL,1963,6.0303326,39.893593
New Zealand,NZL,1964,5.898908,40.239365
New Zealand,NZL,1965,5.144403,40.67667
New Zealand,NZL,1966,5.3699656,44.517536
New Zealand,NZL,1967,6.5761075,41.260773
New Zealand,NZL,1968,6.8844433,49.808735
New Zealand,NZL,1969,8.008084,50.67655
New Zealand,NZL,1970,9.843164,52.482697
New Zealand,NZL,1971,8.884884,51.41482
New Zealand,NZL,1972,10.685043,46.474907
New Zealand,NZL,1973,11.913488,50.75179
New Zealand,NZL,1974,12.206088,54.474834
New Zealand,NZL,1975,11.936779,55.90239
New Zealand,NZL,1976,11.350531,57.340515
New Zealand,NZL,1977,13.015475,56.78309
New Zealand,NZL,1978,13.747922,54.847412
New Zealand,NZL,1979,14.171323,56.77551
New Zealand,NZL,1980,14.459781,56.273415
New Zealand,NZL,1981,15.774269,57.17751
New Zealand,NZL,1982,15.356981,53.3176
New Zealand,NZL,1983,14.973705,58.26828
New Zealand,NZL,1984,15.147227,59.335083
New Zealand,NZL,1985,16.606356,52.513134
New Zealand,NZL,1986,15.828819,55.371693
New Zealand,NZL,1987,18.89255,54.431095
New Zealand,NZL,1988,18.350187,51.00923
New Zealand,NZL,1989,19.577913,50.16295
New Zealand,NZL,1990,20.006777,49.492443
New Zealand,NZL,1991,19.058657,45.443813
New Zealand,NZL,1992,18.901453,48.61255
New Zealand,NZL,1993,18.763021,44.728127
New Zealand,NZL,1994,20.04066,44.873898
New Zealand,NZL,1995,20.71419,42.824593
New Zealand,NZL,1996,19.78469,42.596874
New Zealand,NZL,1997,21.187197,40.70837
